# id	zone_id	english_name	english_country	english_sort	chinese_name	chinese_country	chinese_sort	search_aliases
201000599	Europe/Vilnius	Vilnius	Lithuania	Vilnius	维尔纽斯	立陶宛	wei er niu si	vilnius | 维尔纽斯 vilnius weierniusi | wens | 尔纽斯 erniusi 纽斯 niusi 斯 si | lithuania | 立陶宛 lithuania litaowan | ltw | 陶宛 taowan 宛 wan
201000694	Africa/Accra	Accra	Ghana	Accra	阿克拉	加纳	a ke la	accra | 阿克拉 accra akela | akl | 克拉 kela 拉 la | ghana | 加纳 ghana jiana | jn | 纳 na
201000950	Africa/Kinshasa	Kinshasa	Democratic Republic of the Congo	Kinshasa	金沙萨	刚果民主共和国	jin sha sa	kinshasa | 金沙萨 kinshasa jinshasa | jss | 沙萨 shasa 萨 sa | democratic republic of the congo | 刚果民主共和国 democratic republic of the congo gangguominzhugongheguo | drotc | ggmzghg | republicofthecongo ofthecongo thecongo congo | 果民主共和国 guominzhugongheguo 民主共和国 minzhugongheguo 主共和国 zhugongheguo 共和国 gongheguo 和国 heguo 国 guo
201000535	Europe/Warsaw	Warsaw	Poland	Warsaw	华沙	波兰	hua sha	warsaw | 华沙 warsaw huasha | hs | 沙 sha | poland | 波兰 poland bolan | bl | 兰 lan
201000684	Europe/Zagreb	Zagreb	Croatia	Zagreb	萨格勒布	克罗地亚	sa ge le bu	zagreb | 萨格勒布 zagreb sagelebu | sglb | 格勒布 gelebu 勒布 lebu 布 bu | croatia | 克罗地亚 croatia keluodiya | kldy | 罗地亚 luodiya 地亚 diya 亚 ya
201000582	Europe/Zurich	Zurich	Switzerland	Zurich	苏黎世	瑞士	su li shi	zurich | 苏黎世 zurich sulishi | sls | 黎世 lishi 世 shi | switzerland | 瑞士 switzerland ruishi | rs | 士 shi
201000661	Indian/Antananarivo	Antananarivo	Madagascar	Antananarivo	塔那那利佛	马达加斯加	ta na na li fo	antananarivo | 塔那那利佛 antananarivo tananalifo | tnnlf | 那那利佛 tanalifo 那利佛 nalifo 利佛 lifo 佛 fo | madagascar | 马达加斯加 madagascar madajiasijia | mdjsj | 达加斯加 dajiasijia 加斯加 jiasijia 斯加 sijia 加 jia
201000951	Indian/Maldives	Maldives	Maldives	Maldives	马尔代夫	马尔代夫	ma er dai fu	maldives | 马尔代夫 maldives maerdaifu | medf | 尔代夫 erdaifu 代夫 daifu 夫 fu
201000213	Pacific/Auckland	Auckland	New Zealand	Auckland	奥克兰	新西兰	ao ke lan	auckland | 奥克兰 auckland aokelan | akl | 克兰 kelan 兰 lan | new zealand | 新西兰 new zealand xinxilan | nz | xxl | zealand | 西兰 xilan 兰 lan
201000952	Pacific/Fiji	Fiji	Fiji	Fiji	斐济	斐济	fei ji	fiji | 斐济 fiji feiji | fj | 济 ji
201000953	Pacific/Guam	Guam	Guam	Guam	关岛	关岛	guan dao	guam | 关岛 guam guandao | gd | 岛 dao
201000051	Pacific/Honolulu	Honolulu	United States	Honolulu	檀香山	美国	tan xiang shan	honolulu | 檀香山 honolulu tanxiangshan | txs | 香山 xiangshan 山 shan | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000954	Africa/Lagos	Lagos	Nigeria	Lagos	拉各斯	尼日利亚	la ge si	lagos | 拉各斯 lagos lagesi | lgs | 各斯 gesi 斯 si | nigeria | 尼日利亚 nigeria niriliya | nrly | 日利亚 riliya 利亚 liya 亚 ya
201000955	Pacific/Kiritimati	Kiritimati	Kiribati	Kiritimati	圣诞岛	基里巴斯	sheng dan dao	kiritimati | 圣诞岛 kiritimati shengdandao | sdd | 诞岛 dandao 岛 dao | kiribati | 基里巴斯 kiribati jilibasi | jlbs | 里巴斯 libasi 巴斯 basi 斯 si
201000814	Pacific/Noumea	Noumea	New Caledonia	Noumea	努美阿	新喀里多尼亚	nu mei a	noumea | 努美阿 noumea numeia | nma | 美阿 meia 阿 a | new caledonia | 新喀里多尼亚 new caledonia xinkaliduoniya | nc | xkldny | caledonia | 喀里多尼亚 kaliduoniya 里多尼亚 liduoniya 多尼亚 duoniya 尼亚 niya 亚 ya
201000956	Pacific/Samoa	Samoa	Samoa	Samoa	萨摩亚	萨摩亚	sa mo ya	samoa | 萨摩亚 samoa samoya | smy | 摩亚 moya 亚 ya
201000957	Pacific/Tahiti	Tahiti	French Polynesia	Tahiti	塔希提岛	法属波利尼西亚	ta xi ti dao	tahiti | 塔希提岛 tahiti taxitidao | txtd | 希提岛 xitidao 提岛 tidao 岛 dao | french polynesia | 法属波利尼西亚 french polynesia fashubolinixiya | fp | fsblnxy | polynesia | 属波利尼西亚 shubolinixiya 波利尼西亚 bolinixiya 利尼西亚 linixiya 尼西亚 nixiya 西亚 xiya 亚 ya
201000958	America/Antigua	St. John's	Antigua and Barbuda	St. John's	圣约翰斯	安提瓜和巴布达	sheng yue han si	st. john's | 圣约翰斯 st. john's shengyuehansi | sj | syhs | john's | 约翰斯 yuehansi 翰斯 hansi 斯 si | antigua and barbuda | 安提瓜和巴布达 antigua and barbuda antiguahebabuda | aab | atghbbd | andbarbuda barbuda | 提瓜和巴布达 tiguahebabuda 瓜和巴布达 guahebabuda 和巴布达 hebabuda 巴布达 babuda 布达 buda 达 da
201000959	America/Chicago	Austin	United States	Austin	奥斯汀	美国	ao si ting	austin | 奥斯汀 austin aositing | ast | 斯汀 siting 汀 ting | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000056	America/New_York	Boston	United States	Boston	波士顿	美国	bo shi dun	boston | 波士顿 boston boshidun | bsd | 士顿 shidun 顿 dun | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000151	America/Denver	Calgary	Canada	Calgary	卡尔加里	加拿大	ka er jia li	calgary | 卡尔加里 calgary kaerjiali | kejl | 尔加里 erjiali 加里 jiali 里 li | canada | 加拿大 canada jianada | jnd | 拿大 nada 大 da
201000960	America/New_York	Columbus	United States	Columbus	哥伦布	美国	ge lun bu	columbus | 哥伦布 columbus gelunbu | glb | 伦布 lunbu 布 bu | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000961	America/Chicago	Dallas	United States	Dallas	达拉斯	美国	da la si	dallas | 达拉斯 dallas dalasi | dls | 拉斯 lasi 斯 si | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000962	Africa/Maseru	Maseru	Lesotho	Maseru	马塞卢	莱索托	ma sai lu	maseru | 马塞卢 maseru masailu | msl | 塞卢 sailu 卢 lu | lesotho | 莱索托 lesotho laisuotuo | lst | 索托 suotuo 托 tuo
201000912	America/New_York	Knoxville	United States	Knoxville	诺克斯维尔	美国	nuo ke si wei er	knoxville | 诺克斯维尔 knoxville nuokesiweier | nkswe | 克斯维尔 kesiweier 斯维尔 siweier 维尔 weier 尔 er | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000963	America/Chicago	Memphis	United States	Memphis	孟菲斯	美国	meng fei si	memphis | 孟菲斯 memphis mengfeisi | mfs | 菲斯 feisi 斯 si | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000046	America/New_York	Miami	United States	Miami	迈阿密	美国	mai a mi	miami | 迈阿密 miami maiami | mam | 阿密 ami 密 mi | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000964	America/Chicago	Minneapolis	United States	Minneapolis	明尼阿波里斯	美国	ming ni a bo li si	minneapolis | 明尼阿波里斯 minneapolis mingniabolisi | mnabls | 尼阿波里斯 niabolisi 阿波里斯 abolisi 波里斯 bolisi 里斯 lisi 斯 si | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000127	America/New_York	Ottawa	Canada	Ottawa	渥太华	加拿大	wo tai hua	ottawa | 渥太华 ottawa wotaihua | wth | 太华 taihua 华 hua | canada | 加拿大 canada jianada | jnd | 拿大 nada 大 da
201000075	America/New_York	Philadelphia	United States	Philadelphia	费城	美国	fei cheng	philadelphia | 费城 philadelphia feicheng | fc | 城 cheng | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000084	America/Los_Angeles	Portland	United States	Portland	波特兰	美国	bo te lan	portland | 波特兰 portland botelan | btl | 特兰 telan 兰 lan | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000965	America/Los_Angeles	San Diego	United States	San Diego	圣迭戈	美国	sheng die ge	san diego | 圣迭戈 san diego shengdiege | sd | sdg | diego | 迭戈 diege 戈 ge | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000042	America/Los_Angeles	San Francisco	United States	San Francisco	旧金山	美国	jiu jin shan	san francisco | 旧金山 san francisco jiujinshan | sf | jjs | francisco | 金山 jinshan 山 shan | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000078	America/Denver	Salt Lake City	United States	Salt Lake City	盐湖城	美国	yan hu cheng	salt lake city | 盐湖城 salt lake city yanhucheng | slc | yhc | lakecity city | 湖城 hucheng 城 cheng | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000600	Africa/Mogadishu	Mogadishu	Somalia	Mogadishu	摩加迪沙	索马里	mo jia di sha	mogadishu | 摩加迪沙 mogadishu mojiadisha | mjds | 加迪沙 jiadisha 迪沙 disha 沙 sha | somalia | 索马里 somalia suomali | sml | 马里 mali 里 li
201000477	America/Costa_Rica	San Jose	Costa Rica	San Jose	圣何塞	哥斯达黎加	sheng he sai	san jose | 圣何塞 san jose shenghesai | sj | shs | jose | 何塞 hesai 塞 sai | costa rica | 哥斯达黎加 costa rica gesidalijia | cr | gsdlj | rica | 斯达黎加 sidalijia 达黎加 dalijia 黎加 lijia 加 jia
201000966	America/Guatemala	San Salvador	El Salvador	San Salvador	圣萨尔瓦多	萨尔瓦多	sheng sa er wa duo	san salvador | 圣萨尔瓦多 san salvador shengsaerwaduo | ss | ssewd | salvador | 萨尔瓦多 saerwaduo 尔瓦多 erwaduo 瓦多 waduo 多 duo | el salvador | 萨尔瓦多 el salvador saerwaduo | es | sewd | 尔瓦多 erwaduo 瓦多 waduo 多 duo
201000080	America/Los_Angeles	Seattle	United States	Seattle	西雅图	美国	xi ya tu	seattle | 西雅图 seattle xiyatu | xyt | 雅图 yatu 图 tu | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000967	America/Chicago	St. Louis	United States	St. Louis	圣路易斯	美国	sheng lu yi si	st. louis | 圣路易斯 st. louis shengluyisi | sl | slys | louis | 路易斯 luyisi 易斯 yisi 斯 si | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000044	America/New_York	Washington D.C.	United States	Washington D.C.	华盛顿	美国	hua sheng dun	washington d.c. | 华盛顿 washington d.c. huashengdun | wd | hsd | d.c. | 盛顿 shengdun 顿 dun | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000968	America/Chicago	Houston	United States	Houston	休斯顿	美国	xiu si dun	houston | 休斯顿 houston xiusidun | xsd | 斯顿 sidun 顿 dun | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000969	America/Chicago	San Antonio	United States	San Antonio	圣安东尼奥	美国	sheng an dong ni ao	san antonio | 圣安东尼奥 san antonio shengandongniao | sa | sadna | antonio | 安东尼奥 andongniao 东尼奥 dongniao 尼奥 niao 奥 ao | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000970	America/New_York	Jacksonville	United States	Jacksonville	杰克逊维尔	美国	jie ke xun wei er	jacksonville | 杰克逊维尔 jacksonville jiekexunweier | jkxwe | 克逊维尔 kexunweier 逊维尔 xunweier 维尔 weier 尔 er | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000971	America/New_York	Baltimore	United States	Baltimore	巴尔的摩	美国	ba er de mo	baltimore | 巴尔的摩 baltimore baerdemo | bedm | 尔的摩 erdemo 的摩 demo 摩 mo | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000972	America/Chicago	Nashville	United States	Nashville	纳什维尔	美国	na shi wei er	nashville | 纳什维尔 nashville nashiweier | nswe | 什维尔 shiweier 维尔 weier 尔 er | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000973	Africa/Nairobi	Nairobi	Kenya	Nairobi	奈洛比	肯尼亚	nai luo bi	nairobi | 奈洛比 nairobi nailuobi | nlb | 洛比 luobi 比 bi | kenya | 肯尼亚 kenya kenniya | kny | 尼亚 niya 亚 ya
201000974	America/Chicago	Milwaukee	United States	Milwaukee	密尔沃基	美国	mi er wo ji	milwaukee | 密尔沃基 milwaukee mierwoji | mewj | 尔沃基 erwoji 沃基 woji 基 ji | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000975	America/Chicago	Oklahoma City	United States	Oklahoma City	俄克拉何马城	美国	e ke la he ma cheng	oklahoma city | 俄克拉何马城 oklahoma city ekelahemacheng | oc | eklhmc | city | 克拉何马城 kelahemacheng 拉何马城 lahemacheng 何马城 hemacheng 马城 macheng 城 cheng | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000069	America/Los_Angeles	Las Vegas	United States	Las Vegas	拉斯维加斯	美国	la si wei jia si	las vegas | 拉斯维加斯 las vegas lasiweijiasi | lv | lswjs | vegas | 斯维加斯 siweijiasi 维加斯 weijiasi 加斯 jiasi 斯 si | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000976	America/Denver	Albuquerque	United States	Albuquerque	阿尔伯克基	美国	a er bo ke ji	albuquerque | 阿尔伯克基 albuquerque aerbokeji | aebkj | 尔伯克基 erbokeji 伯克基 bokeji 克基 keji 基 ji | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000977	MST	Tucson	United States	Tucson	图森	美国	tu sen	tucson | 图森 tucson tusen | ts | 森 sen | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000978	America/Los_Angeles	Sacramento	United States	Sacramento	萨克拉门托	美国	sa ke la men tuo	sacramento | 萨克拉门托 sacramento sakelamentuo | sklmt | 克拉门托 kelamentuo 拉门托 lamentuo 门托 mentuo 托 tuo | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000049	America/New_York	Atlanta	United States	Atlanta	亚特兰大	美国	ya te lan da	atlanta | 亚特兰大 atlanta yatelanda | ytld | 特兰大 telanda 兰大 landa 大 da | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000979	America/New_York	Cleveland	United States	Cleveland	克利夫兰	美国	ke li fu lan	cleveland | 克利夫兰 cleveland kelifulan | klfl | 利夫兰 lifulan 夫兰 fulan 兰 lan | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000980	America/Chicago	New Orleans	United States	New Orleans	新奥尔良	美国	xin ao er liang	new orleans | 新奥尔良 new orleans xinaoerliang | no | xael | orleans | 奥尔良 aoerliang 尔良 erliang 良 liang | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000981	America/New_York	Tampa	United States	Tampa	坦帕	美国	tan pa	tampa | 坦帕 tampa tanpa | tp | 帕 pa | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000982	Africa/Sao_Tome	São Tomé	São Tomé and Príncipe	São Tomé	圣多美	圣多美和普林西比	sheng duo mei	são tomé | 圣多美 são tomé shengduomei | st | sdm | tomé | 多美 duomei 美 mei | são tomé and príncipe | 圣多美和普林西比 são tomé and príncipe shengduomeihepulinxibi | stap | sdmhplxb | toméandpríncipe andpríncipe príncipe | 多美和普林西比 duomeihepulinxibi 美和普林西比 meihepulinxibi 和普林西比 hepulinxibi 普林西比 pulinxibi 林西比 linxibi 西比 xibi 比 bi
201000112	America/New_York	Pittsburgh	United States	Pittsburgh	匹兹堡	美国	pi zi bao	pittsburgh | 匹兹堡 pittsburgh pizibao | pzb | 兹堡 zibao 堡 bao | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000983	America/New_York	Cincinnati	United States	Cincinnati	辛辛那提	美国	xin xin na ti	cincinnati | 辛辛那提 cincinnati xinxinnati | xxnt | 辛那提 xinnati 那提 nati 提 ti | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000984	America/Los_Angeles	Mountain View	United States	Mountain View	山景城	美国	shan jing cheng	mountain view | 山景城 mountain view shanjingcheng | mv | sjc | view | 景城 jingcheng 城 cheng | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000985	America/Los_Angeles	Reno	United States	Reno	里诺	美国	li nuo	reno | 里诺 reno linuo | ln | 诺 nuo | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000986	America/Los_Angeles	Black Rock City	United States	Black Rock City	黑岩城	美国	hei yan cheng	black rock city | 黑岩城 black rock city heiyancheng | brc | hyc | rockcity city | 岩城 yancheng 城 cheng | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000703	Asia/Riyadh	Doha	Qatar	Doha	多哈	卡塔尔	duo ha	doha | 多哈 doha duoha | dh | 哈 ha | qatar | 卡塔尔 qatar kataer | kte | 塔尔 taer 尔 er
101010100	Asia/Shanghai	Beijing	China	Beijing	北京	中国	bei jing	beijing | 北京 beijing beijing | bj | 京 jing | china | 中国 china zhongguo | zg | 国 guo
201000363	Asia/Kolkata	Mumbai	India	Mumbai	孟买	印度	meng mai	mumbai | 孟买 mumbai mengmai | mm | 买 mai | india | 印度 india yindu | yd | 度 du
201000181	Asia/Tokyo	Osaka	Japan	Osaka	大阪	日本	da ban	osaka | 大阪 osaka daban | db | 阪 ban | japan | 日本 japan riben | rb | 本 ben
201000987	Africa/Timbuktu	Timbuktu	Mali	Timbuktu	廷巴克图	马里	ting ba ke tu	timbuktu | 廷巴克图 timbuktu tingbaketu | tbkt | 巴克图 baketu 克图 ketu 图 tu | mali | 马里 mali mali | ml | 里 li
201000505	Asia/Karachi	Lahore	Pakistan	Lahore	拉合尔	巴基斯坦	la he er	lahore | 拉合尔 lahore laheer | lhe | 合尔 heer 尔 er | pakistan | 巴基斯坦 pakistan bajisitan | bjst | 基斯坦 jisitan 斯坦 sitan 坦 tan
201000988	Asia/Riyadh	Sanaa	Yemen	Sanaa	萨那	也门	sa na	sanaa | 萨那 sanaa sana | sn | 那 na | yemen | 也门 yemen yemen | ym | 门 men
201000326	Europe/Madrid	Barcelona	Spain	Barcelona	巴塞罗那	西班牙	ba sai luo na	barcelona | 巴塞罗那 barcelona basailuona | bsln | 塞罗那 sailuona 罗那 luona 那 na | spain | 西班牙 spain xibanya | xby | 班牙 banya 牙 ya
201000280	Europe/Berlin	Munich	Germany	Munich	慕尼黑	德国	mu ni hei	munich | 慕尼黑 munich munihei | mnh | 尼黑 nihei 黑 hei | germany | 德国 germany deguo | dg | 国 guo
201000288	Europe/Rome	Milan	Italy	Milan	米兰	意大利	mi lan	milan | 米兰 milan milan | ml | 兰 lan | italy | 意大利 italy yidali | ydl | 大利 dali 利 li
201000272	Europe/Berlin	Frankfurt	Germany	Frankfurt	法兰克福	德国	fa lan ke fu	frankfurt | 法兰克福 frankfurt falankefu | flkf | 兰克福 lankefu 克福 kefu 福 fu | germany | 德国 germany deguo | dg | 国 guo
201000643	Asia/Bangkok	Hanoi	Vietnam	Hanoi	河内	越南	he nei	hanoi | 河内 hanoi henei | hn | 内 nei | vietnam | 越南 vietnam yuenan | yn | 南 nan
201000482	Europe/Istanbul	Ankara	Turkey	Ankara	安卡拉	土耳其	an ka la	ankara | 安卡拉 ankara ankala | akl | 卡拉 kala 拉 la | turkey | 土耳其 turkey tuerqi | teq | 耳其 erqi 其 qi
201000355	Asia/Kolkata	Bangalore	India	Bangalore	班加罗尔	印度	ban jia luo er	bangalore | 班加罗尔 bangalore banjialuoer | bjle | 加罗尔 jialuoer 罗尔 luoer 尔 er | india | 印度 india yindu | yd | 度 du
201000235	America/Sao_Paulo	Brasília	Brazil	Brasília	巴西利亚	巴西	ba xi li ya	brasília | 巴西利亚 brasília baxiliya | bxly | 西利亚 xiliya 利亚 liya 亚 ya | brazil | 巴西 brazil baxi | bx | 西 xi
201000449	Africa/Tripoli	Tripoli	Libya	Tripoli	的黎波里	利比亚	de li bo li	tripoli | 的黎波里 tripoli deliboli | dlbl | 黎波里 liboli 波里 boli 里 li | libya | 利比亚 libya libiya | lby | 比亚 biya 亚 ya
201000456	Africa/Johannesburg	Cape Town	South Africa	Cape Town	开普敦	南非	kai pu dun	cape town | 开普敦 cape town kaipudun | ct | kpd | town | 普敦 pudun 敦 dun | south africa | 南非 south africa nanfei | sa | nf | africa | 非 fei
201000502	Asia/Karachi	Islamabad	Pakistan	Islamabad	伊斯兰堡	巴基斯坦	yi si lan bao	islamabad | 伊斯兰堡 islamabad yisilanbao | yslb | 斯兰堡 silanbao 兰堡 lanbao 堡 bao | pakistan | 巴基斯坦 pakistan bajisitan | bjst | 基斯坦 jisitan 斯坦 sitan 坦 tan
201000989	America/Sao_Paulo	Rio de Janeiro	Brazil	Rio de Janeiro	里约热内卢	巴西	li yue re nei lu	rio de janeiro | 里约热内卢 rio de janeiro liyuereneilu | rdj | lyrnl | dejaneiro janeiro | 约热内卢 yuereneilu 热内卢 reneilu 内卢 neilu 卢 lu | brazil | 巴西 brazil baxi | bx | 西 xi
201000990	America/Detroit	Ann Arbor	United States	Ann Arbor	安阿伯	美国	an a bo	ann arbor | 安阿伯 ann arbor anabo | aa | aab | arbor | 阿伯 abo 伯 bo | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000991	America/Denver	Boulder	United States	Boulder	博尔德	美国	bo er de	boulder | 博尔德 boulder boerde | bed | 尔德 erde 德 de | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000992	America/New_York	Cambridge	United States	Cambridge	剑桥	美国	jian qiao	cambridge | 剑桥 cambridge jianqiao | jq | 桥 qiao | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000993	America/Los_Angeles	Kirkland	United States	Kirkland	柯克兰	美国	ke ke lan	kirkland | 柯克兰 kirkland kekelan | kkl | 克兰 kelan 兰 lan | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000994	America/Chicago	Madison	United States	Madison	麦迪逊	美国	mai di xun	madison | 麦迪逊 madison maidixun | mdx | 迪逊 dixun 逊 xun | united states | 美国 united states meiguo | us | mg | states | 国 guo
101280101	Asia/Shanghai	Guangzhou	China	Guangzhou	广州	中国	guang zhou	guangzhou | 广州 guangzhou guangzhou | gz | 州 zhou | china | 中国 china zhongguo | zg | 国 guo
201000361	Asia/Kolkata	Hyderabad	India	Hyderabad	海得拉巴	印度	hai de la ba	hyderabad | 海得拉巴 hyderabad haidelaba | hdlb | 得拉巴 delaba 拉巴 laba 巴 ba | india | 印度 india yindu | yd | 度 du
201000597	Africa/Tunis	Tunis	Tunisia	Tunis	突尼斯	突尼斯	tu ni si	tunis | 突尼斯 tunis tunisi | tns | 尼斯 nisi 斯 si | tunisia | 突尼斯 tunisia tunisi
201000995	America/New_York	Reston	United States	Reston	雷斯顿	美国	lei si dun	reston | 雷斯顿 reston leisidun | lsd | 斯顿 sidun 顿 dun | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000036	America/Anchorage	Anchorage	United States	Anchorage	安克雷奇	美国	an ke lei qi	anchorage | 安克雷奇 anchorage ankeleiqi | aklq | 克雷奇 keleiqi 雷奇 leiqi 奇 qi | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000727	Africa/Addis_Ababa	Addis Ababa	Ethiopia	Addis Ababa	亚的斯亚贝巴	埃塞俄比亚	ya de si ya bei ba	addis ababa | 亚的斯亚贝巴 addis ababa yadesiyabeiba | aa | ydsybb | ababa | 的斯亚贝巴 desiyabeiba 斯亚贝巴 siyabeiba 亚贝巴 yabeiba 贝巴 beiba 巴 ba | ethiopia | 埃塞俄比亚 ethiopia aisaiebiya | aseby | 塞俄比亚 saiebiya 俄比亚 ebiya 比亚 biya 亚 ya
201000771	America/Asuncion	Asunción	Paraguay	Asunción	亚松森	巴拉圭	ya song sen	asunción | 亚松森 asunción yasongsen | yss | 松森 songsen 森 sen | paraguay | 巴拉圭 paraguay balagui | blg | 拉圭 lagui 圭 gui
201000996	America/Barbados	Barbados	Barbados	Barbados	巴巴多斯	巴巴多斯	ba ba duo si	barbados | 巴巴多斯 barbados babaduosi | bbds | 巴多斯 baduosi 多斯 duosi 斯 si
201000997	America/Belize	Belize	Belize	Belize	伯利兹	伯利兹	bo li zi	belize | 伯利兹 belize bolizi | blz | 利兹 lizi 兹 zi
201000471	America/Bogota	Bogotá	Colombia	Bogotá	波哥大	哥伦比亚	bo ge da	bogotá | 波哥大 bogotá bogeda | bgd | 哥大 geda 大 da | colombia | 哥伦比亚 colombia gelunbiya | glby | 伦比亚 lunbiya 比亚 biya 亚 ya
201000405	America/Buenos_Aires	Buenos Aires	Argentina	Buenos Aires	布宜诺斯艾利斯	阿根廷	bu yi nuo si ai li si	buenos aires | 布宜诺斯艾利斯 buenos aires buyinuosiailisi | ba | bynsals | aires | 宜诺斯艾利斯 yinuosiailisi 诺斯艾利斯 nuosiailisi 斯艾利斯 siailisi 艾利斯 ailisi 利斯 lisi 斯 si | argentina | 阿根廷 argentina agenting | agt | 根廷 genting 廷 ting
201000486	America/Cancun	Cancun	Mexico	Cancun	坎昆	墨西哥	kan kun	cancun | 坎昆 cancun kankun | kk | 昆 kun | mexico | 墨西哥 mexico moxige | mxg | 西哥 xige 哥 ge
201000741	America/Caracas	Caracas	Venezuela	Caracas	加拉加斯	委内瑞拉	jia la jia si	caracas | 加拉加斯 caracas jialajiasi | jljs | 拉加斯 lajiasi 加斯 jiasi 斯 si | venezuela | 委内瑞拉 venezuela weineiruila | wnrl | 内瑞拉 neiruila 瑞拉 ruila 拉 la
201000998	America/Cayman	Cayman	United States	Cayman	开曼群岛	美国	kai man qun dao	cayman | 开曼群岛 cayman kaimanqundao | kmqd | 曼群岛 manqundao 群岛 qundao 岛 dao | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000883	Africa/Algiers	Algiers	Algeria	Algiers	阿尔及尔	阿尔及利亚	a er ji er	algiers | 阿尔及尔 algiers aerjier | aeje | 尔及尔 erjier 及尔 jier 尔 er | algeria | 阿尔及利亚 algeria aerjiliya | aejly | 尔及利亚 erjiliya 及利亚 jiliya 利亚 liya 亚 ya
201000053	America/Chicago	Chicago	United States	Chicago	芝加哥	美国	zhi jia ge	chicago | 芝加哥 chicago zhijiage | zjg | 加哥 jiage 哥 ge | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000999	America/Costa_Rica	Costa Rica	Costa Rica	Costa Rica	哥斯达黎加	哥斯达黎加	ge si da li jia	costa rica | 哥斯达黎加 costa rica gesidalijia | cr | gsdlj | rica | 斯达黎加 sidalijia 达黎加 dalijia 黎加 lijia 加 jia
201001000	America/Curacao	Curaçao	Curaçao	Curaçao	库拉索	库拉索	ku la suo	curaçao | 库拉索 curaçao kulasuo | kls | 拉索 lasuo 索 suo
201001001	America/Dawson_Creek	Dawson Creek	Canada	Dawson Creek	道森克里克	加拿大	dao sen ke li ke	dawson creek | 道森克里克 dawson creek daosenkelike | dc | dsklk | creek | 森克里克 senkelike 克里克 kelike 里克 like 克 ke | canada | 加拿大 canada jianada | jnd | 拿大 nada 大 da
201000086	America/Denver	Denver	United States	Denver	丹佛	美国	dan fo	denver | 丹佛 denver danfo | df | 佛 fo | united states | 美国 united states meiguo | us | mg | states | 国 guo
201000060	America/Detroit	Detroit	United States	Detroit	底特律	美国	di te lü	detroit | 底特律 detroit ditelü | dtl | 特律 telü 律 lü | united states | 美国 united states meiguo | us | mg | states | 国 guo
201001002	America/Dominica	Dominica	Dominica	Dominica	多米尼加	多米尼克国	duo mi ni jia	dominica | 多米尼加 dominica duominijia | dmnj | 米尼加 minijia 尼加 nijia 加 jia | 多米尼克国 dominica duominikeguo | dmnkg | 米尼克国 minikeguo 尼克国 nikeguo 克国 keguo 国 guo
201000142	America/Edmonton	Edmonton	Canada	Edmonton	埃德蒙顿	加拿大	ai de meng dun	edmonton | 埃德蒙顿 edmonton aidemengdun | admd | 德蒙顿 demengdun 蒙顿 mengdun 顿 dun | canada | 加拿大 canada jianada | jnd | 拿大 nada 大 da
